Interaction_ID,Bait_UniProt,Bait_Gene,Prey_UniProt,Prey_Gene,ipSAE,Confidence,iPTM,Interface_pLDDT,PAE_Contacts_<3A,PAE_Contacts_<6A,Analysis_Version,AlphaFold_Version,Has_Experimental_Validation,Validation_Details
203,Q9HBG6,IFT122,Q7Z4L5,TTC21B,0.55645055,Medium,0.46,82.966324,3,22,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT122""}, {""pmid"": ""36462505"", ""notes"": ""IFT122 N-terminus in IFT-A2 module with IFT139"", ""study"": ""Hesketh et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""doi"": ""10.1016/j.cell.2022.11.033"", ""pmid"": ""36563665"", ""notes"": ""β-propeller 2 interaction; Leishmania"", ""study"": ""Meleppattu et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""doi"": ""10.1038/s41422-023-00778-3"", ""pmid"": ""36775821"", ""notes"": ""IFT139 C-terminal helices insert into IFT122 first WD40 domain"", ""study"": ""Jiang et al., 2023"", ""method"": ""Cryo-EM""}]}"
327,Q8N3I7,BBS5,P04279,SEMG1,0.55625033,Medium,0.65,82.5118,23,33,v4,AF3,No,
236,Q9P2H3,IFT80,Q14093,CYLC2,0.55590785,Medium,0.63,81.85343,3,27,v4,AF3,No,
173,Q9BW83,IFT27,Q9P0N9,TBC1D7,0.5539813,Medium,0.79,83.63948,9,37,v4,AF3,No,
79,Q8N4P2,IFT70B,P62987,UBA52,0.5533598,Medium,0.69,87.40067,,102,v4,AF3,No,
218,Q9NQC8,IFT46,Q8NCW6,GALNT11,0.5524447,Medium,0.63,84.22538,2,24,v4,AF3,No,
204,Q9HBG6,IFT122,Q8NDW8,TTC21A,0.5519426,Medium,0.46,81.07367,4,23,v4,AF3,No,
174,Q9BW83,IFT27,Q9Y371,SH3GLB1,0.5508466,Medium,0.79,87.10823,13,38,v4,AF3,No,
3,A0AVF1,IFT56,Q96LJ8,UBXN10,0.5499628,Medium,0.64,82.25934,20,67,v4,AF3,No,
53,Q86WT1,IFT70A,P62987,UBA52,0.5499107,Medium,0.69,87.19772,,103,v4,AF3,No,
988,Q3SYG4,BBS9,O43513,MED7,0.54697245,Medium,0.41,85.68955,3,15,v4,AF3,No,
328,Q8N3I7,BBS5,Q6IQ55,TTBK2,0.54332566,Medium,0.71,81.2629,10,26,v4,AF3,No,
891,O75386,TULP3,Q96G28,CFAP36,0.542769,Medium,0.51,81.5844,8,55,v4,AF3,No,
127,Q96FT9,IFT43,P61964,WDR5,0.5420294,Medium,0.68,92.19516,6,29,v4,AF3,No,
329,Q8N3I7,BBS5,Q15773,MLF2,0.5403463,Medium,0.62,85.53236,15,26,v4,AF3,No,
167,Q96RY7,IFT140,Q9HBG6,IFT122,0.5381653,Medium,0.44,79.38855,11,58,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Biochemical reconstitution"", ""validation_count"": 6, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""pmid"": ""22275356"", ""notes"": ""12S core subcomplex; stable in ift121 mutant"", ""study"": ""Behal et al., 2012"", ""method"": ""Biochemical reconstitution"", ""confidence"": ""high""}, {""doi"": ""10.7554/eLife.69786"", ""pmid"": ""34734804"", ""notes"": ""IFT140 holocomplex component"", ""study"": ""Quidwai et al., 2021"", ""method"": ""IP-MS"", ""confidence"": ""high""}, {""doi"": ""10.1016/j.cell.2022.11.033"", ""pmid"": ""36563665"", ""notes"": ""Bridges A1/A2 modules; Leishmania"", ""study"": ""Meleppattu et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""doi"": ""10.1038/s41422-023-00778-3"", ""pmid"": ""36775821"", ""notes"": ""IFT140 TPR4-12 wraps around IFT122 ZBDs and TPR9-12"", ""study"": ""Jiang et al., 2023"", ""method"": ""Cryo-EM""}, {""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT140""}, {""pmid"": ""36346217"", ""notes"": ""DSSO crosslinking; Tetrahymena IFT-A"", ""study"": ""McCafferty et al., 2022"", ""method"": ""XL-MS"", ""confidence"": ""high""}]}"
175,Q9BW83,IFT27,P10909,CLU,0.53662884,Medium,0.79,80.17663,9,37,v4,AF3,No,
247,Q9P2L0,WDR35,Q9UK59,DBR1,0.5346844,Medium,0.67,82.268196,,49,v4,AF3,No,
268,Q9Y547,IFT25,Q96F83,CLBA1,0.53406805,Medium,0.81,88.15255,3,22,v4,AF3,No,
4,A0AVF1,IFT56,P06748,NPM1,0.5330536,Medium,0.58,87.33457,22,42,v4,AF3,No,
330,Q8N3I7,BBS5,P20794,MAK,0.5322961,Medium,0.66,82.92798,4,25,v4,AF3,No,
957,Q9UNT1,RABL2B,Q9HBG6,IFT122,0.53002244,Medium,0.71,85.477234,10,50,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""TAP-MS"", ""validation_count"": 1, ""consensus_confidence"": ""medium""}, ""experimental_methods"": [{""pmid"": ""28625565"", ""notes"": ""RABL2-GTP binds entire IFT-B holocomplex (all 17 subunits). TAP-MS with Q80L mutant (GTP-locked). Direct binding site is IFT74/81 heterodimer."", ""study"": ""Kanie et al., 2017"", ""method"": ""TAP-MS"", ""confidence"": ""high""}]}"
892,O75386,TULP3,Q9UNZ2,NSFL1C,0.5297755,Medium,0.53,87.35714,20,40,v4,AF3,No,
893,O75386,TULP3,Q2KHR2,RFX7,0.5293746,Medium,0.58,81.81356,32,49,v4,AF3,No,
80,Q8N4P2,IFT70B,P13667,PDIA4,0.52800703,Medium,0.67,86.63983,6,58,v4,AF3,No,
331,Q8N3I7,BBS5,Q9UPZ9,CILK1,0.526945,Medium,0.66,82.18866,2,21,v4,AF3,No,
332,Q8N3I7,BBS5,P52272,HNRNPM,0.52688205,Medium,0.67,85.08313,2,27,v4,AF3,No,
269,Q9Y547,IFT25,P30085,CMPK1,0.52650636,Medium,0.75,84.71972,22,47,v4,AF3,No,
128,Q96FT9,IFT43,P40337,VHL,0.526164,Medium,0.61,89.69069,11,27,v4,AF3,No,
402,Q9BXC9,BBS2,Q3SYG4,BBS9,0.5261032,Medium,0.53,81.38133,38,60,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Cryo-EM"", ""validation_count"": 3, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""BBS2""}, {""pmid"": ""31939736"", ""notes"": ""3.1 Å; Coiled-coils of BBS2 and BBS9 form the neck of the BBSome (PDB: 6VBU)"", ""study"": ""Singh et al., eLife 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31303482"", ""notes"": ""Neck formation; BBS2-BBS9 coiled-coil; 4.9 Å + XL-MS"", ""study"": ""Chou et al., 2019"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}]}"
958,Q9UNT1,RABL2B,Q717R9,CYS1,0.52547,Medium,0.66,87.27041,1,30,v4,AF3,No,
205,Q9HBG6,IFT122,Q96RY7,IFT140,0.52540433,Medium,0.44,79.32065,4,56,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Biochemical reconstitution"", ""validation_count"": 6, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""pmid"": ""22275356"", ""notes"": ""12S core subcomplex; stable in ift121 mutant"", ""study"": ""Behal et al., 2012"", ""method"": ""Biochemical reconstitution"", ""confidence"": ""high""}, {""doi"": ""10.7554/eLife.69786"", ""pmid"": ""34734804"", ""notes"": ""IFT140 holocomplex component"", ""study"": ""Quidwai et al., 2021"", ""method"": ""IP-MS"", ""confidence"": ""high""}, {""doi"": ""10.1016/j.cell.2022.11.033"", ""pmid"": ""36563665"", ""notes"": ""Bridges A1/A2 modules; Leishmania"", ""study"": ""Meleppattu et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""doi"": ""10.1038/s41422-023-00778-3"", ""pmid"": ""36775821"", ""notes"": ""IFT140 TPR4-12 wraps around IFT122 ZBDs and TPR9-12"", ""study"": ""Jiang et al., 2023"", ""method"": ""Cryo-EM""}, {""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT140""}, {""pmid"": ""36346217"", ""notes"": ""DSSO crosslinking; Tetrahymena IFT-A"", ""study"": ""McCafferty et al., 2022"", ""method"": ""XL-MS"", ""confidence"": ""high""}]}"
894,O75386,TULP3,P46937,YAP1,0.524695,Medium,0.52,81.31197,11,70,v4,AF3,No,
176,Q9BW83,IFT27,Q9H3F6,KCTD10,0.5245273,Medium,0.74,87.115746,30,38,v4,AF3,No,
895,O75386,TULP3,Q9C0F1,CEP44,0.524515,Medium,0.53,82.75254,10,31,v4,AF3,No,
299,Q8IWZ6,BBS7,P54257,HAP1,0.52408963,Medium,0.69,79.49925,,28,v4,AF3,No,
129,Q96FT9,IFT43,Q8IYR0,CFAP206,0.523655,Medium,0.58,87.21074,11,33,v4,AF3,No,
270,Q9Y547,IFT25,O60784,TOM1,0.5235034,Medium,0.84,83.48148,17,31,v4,AF3,No,
184,Q9H7X7,IFT22,Q99623,PHB2,0.5231901,Medium,0.74,81.27895,21,30,v4,AF3,No,
989,Q3SYG4,BBS9,Q9BXC9,BBS2,0.5230795,Medium,0.53,81.11011,40,61,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 3, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""BBS2""}, {""pmid"": ""31939736"", ""notes"": ""3.1 Å; Coiled-coils of BBS2 and BBS9 form the neck of the BBSome (PDB: 6VBU)"", ""study"": ""Singh et al., eLife 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31303482"", ""notes"": ""Neck formation; BBS2-BBS9 coiled-coil; 4.9 Å + XL-MS"", ""study"": ""Chou et al., 2019"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}]}"
5,A0AVF1,IFT56,P23919,DTYMK,0.5228147,Medium,0.81,87.02968,14,43,v4,AF3,No,
438,Q9NQ48,LZTFL1,Q9Y3M2,CBY1,0.5200317,Medium,0.49,87.733116,64,72,v4,AF3,No,
896,O75386,TULP3,P09488,GSTM1,0.51861125,Medium,0.75,89.472786,9,50,v4,AF3,No,
897,O75386,TULP3,Q86YF9,DZIP1,0.51754177,Medium,0.55,82.84487,,58,v4,AF3,No,
237,Q9P2H3,IFT80,P08151,GLI1,0.51737833,Medium,0.69,81.68425,13,24,v4,AF3,No,
333,Q8N3I7,BBS5,P51157,RAB28,0.51721895,Medium,0.63,81.23445,1,56,v4,AF3,No,
898,O75386,TULP3,Q9Y295,DRG1,0.51681393,Medium,0.71,82.10076,5,53,v4,AF3,No,
899,O75386,TULP3,P00533,EGFR,0.51652694,Medium,0.56,86.35059,4,19,v4,AF3,No,
416,Q9H0F7,ARL6,Q53EV4,LRRC23,0.5143757,Medium,0.68,85.058395,3,16,v4,AF3,No,
900,O75386,TULP3,O43603,GALR2,0.5134987,Medium,0.54,79.53128,43,63,v4,AF3,No,
130,Q96FT9,IFT43,P48730,CSNK1D,0.5125944,Medium,0.57,91.25227,13,15,v4,AF3,No,
131,Q96FT9,IFT43,Q9NUQ9,CYRIB,0.51255965,Medium,0.67,80.34117,7,37,v4,AF3,No,
901,O75386,TULP3,Q9Y2J4,AMOTL2,0.5120091,Medium,0.54,83.09285,36,47,v4,AF3,No,
132,Q96FT9,IFT43,P10323,ACR,0.51141804,Medium,0.55,87.445,6,47,v4,AF3,No,
417,Q9H0F7,ARL6,Q15391,P2RY14,0.5112655,Medium,0.74,78.255264,1,50,v4,AF3,No,
998,A8MTZ0,BBIP1,Q15369,ELOC,0.5112505,Medium,0.75,94.802475,19,36,v4,AF3,No,
403,Q9BXC9,BBS2,Q96QP1,ALPK1,0.5104805,Medium,0.67,76.03876,,37,v4,AF3,No,
418,Q9H0F7,ARL6,P61964,WDR5,0.5104427,Medium,0.7,85.98089,1,22,v4,AF3,No,
6,A0AVF1,IFT56,Q8WW14,SPMIP5,0.5084198,Medium,0.62,83.1996,6,124,v4,AF3,No,
110,Q96AJ1,CLUAP1,Q86Y33,CDC20B,0.5067337,Medium,0.53,85.594925,2,15,v4,AF3,No,
300,Q8IWZ6,BBS7,Q717R9,CYS1,0.50266707,Medium,0.65,86.329315,4,28,v4,AF3,No,
902,O75386,TULP3,O14818,PSMA7,0.5024442,Medium,0.75,82.14698,7,35,v4,AF3,No,
133,Q96FT9,IFT43,Q8N119,MMP21,0.50229347,Medium,0.59,84.33029,7,25,v4,AF3,No,
903,O75386,TULP3,O00519,FAAH,0.50197744,Medium,0.7,90.4282,,20,v4,AF3,No,
65,Q8IY31,IFT20,Q99873,PRMT1,0.5008938,Medium,0.62,86.6747,,42,v4,AF3,No,
999,A8MTZ0,BBIP1,P40337,VHL,0.5003644,Medium,0.57,87.84767,14,51,v4,AF3,No,
419,Q9H0F7,ARL6,Q5W5X9,TTC23,0.4997138,Low,0.57,75.701836,3,27,v4,AF3,No,
7,A0AVF1,IFT56,Q9P2T0,SPMAP2,0.49928838,Low,0.6,83.908066,16,75,v4,AF3,No,
959,Q9UNT1,RABL2B,P00491,PNP,0.4986905,Low,0.72,86.77344,,34,v4,AF3,No,
420,Q9H0F7,ARL6,O75695,RP2,0.49837703,Low,0.72,81.85907,1,27,v4,AF3,No,
904,O75386,TULP3,P18545,PDE6G,0.49660647,Low,0.49,81.671875,26,36,v4,AF3,No,
81,Q8N4P2,IFT70B,Q8IVF4,DNAH10,0.49647292,Low,0.69,80.7076,,30,v4,AF3,No,
334,Q8N3I7,BBS5,P10070,GLI2,0.4957416,Low,0.7,83.33653,9,21,v4,AF3,No,
271,Q9Y547,IFT25,Q9ULC3,RAB23,0.49431428,Low,0.76,88.31352,10,50,v4,AF3,No,
379,Q8TAM2,BBS8,Q9BXC9,BBS2,0.49272174,Low,0.66,76.657776,,27,v4,AF3,No,
421,Q9H0F7,ARL6,P10242,MYB,0.49263594,Low,0.79,77.55716,,32,v4,AF3,No,
185,Q9H7X7,IFT22,Q9NYQ7,CELSR3,0.49117956,Low,0.89,79.61966,11,30,v4,AF3,No,
960,Q9UNT1,RABL2B,Q15008,PSMD6,0.49054864,Low,0.68,83.36475,2,25,v4,AF3,No,
954,Q9UG01,IFT172,P23141,CES1,0.48699653,Low,0.76,85.10268,,28,v4,AF3,No,
389,Q96RK4,BBS4,O00410,IPO5,0.48555642,Low,0.61,87.169876,,37,v4,AF3,No,
390,Q96RK4,BBS4,P68366,TUBA4A,0.48245022,Low,0.72,85.45922,,35,v4,AF3,No,
301,Q8IWZ6,BBS7,O60784,TOM1,0.4819559,Low,0.62,86.64851,,23,v4,AF3,No,
238,Q9P2H3,IFT80,Q8N7X0,ADGB,0.48010027,Low,0.69,77.94348,,40,v4,AF3,No,
8,A0AVF1,IFT56,Q96AG4,LRRC59,0.47907314,Low,0.58,86.47977,15,27,v4,AF3,No,
272,Q9Y547,IFT25,Q9NVP4,DZANK1,0.479029,Low,0.84,86.47351,5,38,v4,AF3,No,
335,Q8N3I7,BBS5,O15350,TP73,0.47896805,Low,0.63,84.192726,1,43,v4,AF3,No,
905,O75386,TULP3,Q9HBG6,IFT122,0.47822043,Low,0.35,75.03384,,41,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 3, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""TULP3""}, {""pmid"": ""36775821"", ""notes"": ""TULP3 N-terminal helix binds IFT-A; cargo adapter interaction"", ""study"": ""Jiang et al., 2023"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""36462505"", ""notes"": ""TULP3 cargo adapter binds IFT-A complex"", ""study"": ""Hesketh et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}]}"
206,Q9HBG6,IFT122,Q9UNT1,RABL2B,0.47673714,Low,0.7,85.00449,2,55,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""TAP-MS"", ""validation_count"": 1, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""pmid"": ""28625565"", ""notes"": ""RABL2-GTP binds entire IFT-B holocomplex (all 17 subunits). TAP-MS with Q80L mutant (GTP-locked). Direct binding site is IFT74/81 heterodimer."", ""study"": ""Kanie et al., 2017"", ""method"": ""TAP-MS"", ""confidence"": ""high""}]}"
404,Q9BXC9,BBS2,P15121,AKR1B1,0.47657016,Low,0.76,86.287445,2,32,v4,AF3,No,
273,Q9Y547,IFT25,Q96RI1,NR1H4,0.47577927,Low,0.83,81.663826,3,58,v4,AF3,No,
1000,A8MTZ0,BBIP1,Q86Y33,CDC20B,0.4752677,Low,0.54,81.56201,,33,v4,AF3,No,
906,O75386,TULP3,Q9Y6J8,STYXL1,0.47389454,Low,0.7,85.34804,10,18,v4,AF3,No,
907,O75386,TULP3,Q99705,MCHR1,0.4694991,Low,0.56,77.72023,34,63,v4,AF3,No,
302,Q8IWZ6,BBS7,Q96FT9,IFT43,0.46918675,Low,0.6,81.401535,16,26,v4,AF3,No,
207,Q9HBG6,IFT122,Q9UBK7,RABL2A,0.46897858,Low,0.69,85.20799,1,49,v4,AF3,No,
208,Q9HBG6,IFT122,O75386,TULP3,0.46840107,Low,0.35,75.006485,,32,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 3, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""TULP3""}, {""pmid"": ""36775821"", ""notes"": ""TULP3 N-terminal helix binds IFT-A; cargo adapter interaction"", ""study"": ""Jiang et al., 2023"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""36462505"", ""notes"": ""TULP3 cargo adapter binds IFT-A complex"", ""study"": ""Hesketh et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}]}"
100,Q8TDR0,TRAF3IP1,Q12834,CDC20,0.46731916,Low,0.55,87.1968,2,19,v4,AF3,No,
274,Q9Y547,IFT25,P62736,ACTA2,0.46542653,Low,0.75,87.601685,,47,v4,AF3,No,
209,Q9HBG6,IFT122,P34949,MPI,0.46416005,Low,0.75,85.70631,,33,v4,AF3,No,
405,Q9BXC9,BBS2,Q8IYM1,SEPTIN12,0.4639453,Low,0.58,76.83893,,23,v4,AF3,No,
37,Q13099,IFT88,Q92845,KIFAP3,0.4632768,Low,0.55,86.2375,,12,v4,AF3,No,
46,Q7Z4L5,TTC21B,Q96FT9,IFT43,0.4627686,Low,0.39,79.32779,5,80,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Cryo-EM"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""pmid"": ""36462505"", ""notes"": ""IFT43 bridges IFT121 and IFT139; essential for IFT139 stability"", ""study"": ""Hesketh et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""doi"": ""10.7554/eLife.69786"", ""pmid"": ""34734804"", ""notes"": ""IFT121-mediated interaction; Chlamydomonas trimeric complex"", ""study"": ""Quidwai et al., 2021"", ""method"": ""Co-purification"", ""confidence"": ""high""}, {""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT43""}, {""doi"": ""10.1038/s41422-023-00778-3"", ""pmid"": ""36775821"", ""notes"": ""IFT43 N-terminal helices (HA-HB) interact with IFT139 superhelical groove"", ""study"": ""Jiang et al., 2023"", ""method"": ""Cryo-EM""}]}"
134,Q96FT9,IFT43,Q8NDW8,TTC21A,0.46250227,Low,0.38,81.29627,3,61,v4,AF3,No,
111,Q96AJ1,CLUAP1,Q9NWB7,IFT57,0.46173054,Low,0.33,84.26379,134,213,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 3, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""CLUAP1""}, {""doi"": ""10.1016/j.cell.2024.07.024"", ""pmid"": ""39127041"", ""notes"": ""Cross-linking mass spectrometry (XL-MS) of retrograde IFT trains in Chlamydomonas reinhardtii. Cr-IFT38/CLUAP1 (A0A2K3CQB1) ↔ Cr-IFT57 (A0A2K3DCC1) cross-link. Direct physical contact (~20-30Å). Confidence: high (in situ XL-MS)."", ""study"": ""Lacey et al., 2024"", ""method"": ""XL-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT38/CLUAP1""}, {""pmid"": ""26912722"", ""notes"": ""Strong binding, stable heterodimer"", ""study"": ""Taschner et al., 2016"", ""method"": ""Biochemical reconstitution"", ""confidence"": ""high""}]}"
908,O75386,TULP3,Q96LJ8,UBXN10,0.46102872,Low,0.49,89.11713,,27,v4,AF3,No,
239,Q9P2H3,IFT80,O95467,GNAS,0.46093374,Low,0.57,79.98278,,28,v4,AF3,No,
227,Q9NWB7,IFT57,P10323,ACR,0.46092314,Low,0.55,82.331764,5,45,v4,AF3,No,
422,Q9H0F7,ARL6,Q8N157,AHI1,0.4600259,Low,0.78,77.55849,1,63,v4,AF3,No,
423,Q9H0F7,ARL6,Q96J42,TXNDC15,0.45908275,Low,0.73,86.21952,,27,v4,AF3,No,
9,A0AVF1,IFT56,P00505,GOT2,0.4581572,Low,0.57,85.32465,,82,v4,AF3,No,
909,O75386,TULP3,A6NL82,CFAP144,0.45781785,Low,0.46,82.58982,,22,v4,AF3,No,
248,Q9P2L0,WDR35,Q9H7T0,CATSPERB,0.45742375,Low,0.67,78.836105,,35,v4,AF3,No,
391,Q96RK4,BBS4,Q8NEG2,C7orf57,0.45670056,Low,0.55,84.98352,,41,v4,AF3,No,
424,Q9H0F7,ARL6,Q13938,CAPS,0.45604345,Low,0.74,77.296814,,55,v4,AF3,No,
910,O75386,TULP3,Q9NS66,GPR173,0.45597094,Low,0.6,79.916794,27,74,v4,AF3,No,
911,O75386,TULP3,P35998,PSMC2,0.45554736,Low,0.49,77.05024,3,31,v4,AF3,No,
135,Q96FT9,IFT43,P61160,ACTR2,0.45503387,Low,0.63,82.55327,2,20,v4,AF3,No,
303,Q8IWZ6,BBS7,P04083,ANXA1,0.4539932,Low,0.6,79.52367,,21,v4,AF3,No,
228,Q9NWB7,IFT57,Q96AJ1,CLUAP1,0.45351166,Low,0.33,84.89178,122,199,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 3, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""CLUAP1""}, {""doi"": ""10.1016/j.cell.2024.07.024"", ""pmid"": ""39127041"", ""notes"": ""Cross-linking mass spectrometry (XL-MS) of retrograde IFT trains in Chlamydomonas reinhardtii. Cr-IFT38/CLUAP1 (A0A2K3CQB1) ↔ Cr-IFT57 (A0A2K3DCC1) cross-link. Direct physical contact (~20-30Å). Confidence: high (in situ XL-MS)."", ""study"": ""Lacey et al., 2024"", ""method"": ""XL-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT38/CLUAP1""}, {""pmid"": ""26912722"", ""notes"": ""Strong binding, stable heterodimer"", ""study"": ""Taschner et al., 2016"", ""method"": ""Biochemical reconstitution"", ""confidence"": ""high""}]}"
425,Q9H0F7,ARL6,P06748,NPM1,0.45347422,Low,0.73,90.380356,,14,v4,AF3,No,
136,Q96FT9,IFT43,Q7Z4L5,TTC21B,0.45264912,Low,0.4,80.91618,4,63,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Cryo-EM"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""pmid"": ""36462505"", ""notes"": ""IFT43 bridges IFT121 and IFT139; essential for IFT139 stability"", ""study"": ""Hesketh et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""doi"": ""10.7554/eLife.69786"", ""pmid"": ""34734804"", ""notes"": ""IFT121-mediated interaction; Chlamydomonas trimeric complex"", ""study"": ""Quidwai et al., 2021"", ""method"": ""Co-purification"", ""confidence"": ""high""}, {""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT43""}, {""doi"": ""10.1038/s41422-023-00778-3"", ""pmid"": ""36775821"", ""notes"": ""IFT43 N-terminal helices (HA-HB) interact with IFT139 superhelical groove"", ""study"": ""Jiang et al., 2023"", ""method"": ""Cryo-EM""}]}"
66,Q8IY31,IFT20,Q8TDR0,TRAF3IP1,0.4524699,Low,0.63,90.006004,102,107,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""TRAF3IP1""}, {""pmid"": ""18364699"", ""notes"": ""C-terminal coiled-coil region of IFT54"", ""study"": ""Omori et al., 2008"", ""method"": ""Pulldown"", ""confidence"": ""medium""}, {""pmid"": ""19253336"", ""notes"": """", ""study"": ""Follit et al., 2009"", ""method"": ""Pulldown"", ""confidence"": ""medium""}, {""pmid"": ""26912722"", ""notes"": ""Stable IFT54/20 complex, Chlamydomonas"", ""study"": ""Taschner et al., 2016"", ""method"": ""Biochemical reconstitution"", ""confidence"": ""high""}]}"
112,Q96AJ1,CLUAP1,P28161,GSTM2,0.45172855,Low,0.76,89.87535,1,18,v4,AF3,No,
113,Q96AJ1,CLUAP1,O43242,PSMD3,0.45141402,Low,0.56,84.16759,3,26,v4,AF3,No,
